Latitude,▲Latitude,Longitude,▲Longitude
33.1144,0.00066,-96.65814,0.00032
33.11508,0.00068,-96.65787,0.00027
33.11574,0.00066,-96.65753,0.00034
33.11638,0.00064,-96.65727,0.00026
33.11681,0.00043,-96.65698,0.00029
33.11751,0.0007,-96.65666,0.00032
33.11812,0.00061,-96.65634,0.00032
33.11858,0.00046,-96.65604,0.0003
33.11891,0.00033,-96.65583,0.00021
33.1195,0.00059,-96.65543,0.0004
33.12003,0.00053,-96.65497,0.00046
33.12062,0.00059,-96.65456,0.00041
33.12108,0.00046,-96.65421,0.00035
33.12169,0.00061,-96.65376,0.00045
33.12228,0.00059,-96.65335,0.00041
33.1227,0.00042,-96.65284,0.00051
33.12346,0.00076,-96.65243,0.00041
33.12406,0.0006,-96.65202,0.00041
33.12475,0.00069,-96.65156,0.00046
33.12541,0.00066,-96.65115,0.00041
33.12608,0.00067,-96.65059,0.00056
33.12669,0.00061,-96.65001,0.00058
33.12721,0.00052,-96.64923,0.00078
33.12781,0.0006,-96.64843,0.0008
33.12832,0.00051,-96.64757,0.00086
33.12877,0.00045,-96.64666,0.00091
33.12921,0.00044,-96.64565,0.00101
33.12966,0.00045,-96.64465,0.001
33.13004,0.00038,-96.64357,0.00108
33.13039,0.00035,-96.64254,0.00103
33.13062,0.00023,-96.64149,0.00105
33.1308,0.00018,-96.6404,0.00109
33.13094,0.00014,-96.63941,0.00099
33.13101,0.00007,-96.63831,0.0011
33.13106,0.00004999999999,-96.6371,0.00121
33.13105,-0.000009999999996,-96.63619,0.00091
33.13097,-0.00008,-96.63509,0.0011
33.13075,-0.00022,-96.63378,0.00131
33.13053,-0.00022,-96.63276,0.00102
33.13032,-0.00021,-96.63166,0.0011
33.13012,-0.0002,-96.63058,0.00108
33.12995,-0.00017,-96.62957,0.00101
33.12971,-0.00024,-96.62856,0.00101
33.1295,-0.00021,-96.62756,0.001
33.12929,-0.00021,-96.62662,0.00094
33.12913,-0.00016,-96.62582,0.0008
33.12891,-0.00022,-96.62465,0.00117
33.12875,-0.00016,-96.62379,0.00086
33.12853,-0.00022,-96.62271,0.00108
33.12839,-0.00014,-96.62175,0.00096
33.12829,-0.0001,-96.62075,0.001
33.1282,-0.00009,-96.61976,0.00099
33.12809,-0.00011,-96.61884,0.00092
33.12799,-0.0001,-96.61794,0.0009
33.12791,-0.00008,-96.61701,0.00093
33.12789,-0.00002,-96.61612,0.00089
33.12787,-0.00002,-96.61526,0.00086
33.12784,-0.00003,-96.61435,0.00091
33.12781,-0.00003,-96.61345,0.0009
33.12778,-0.00003,-96.6126,0.00085
33.12777,-0.00001,-96.61178,0.00082
33.12774,-0.00003,-96.61094,0.00084
33.12779,0.00004999999999,-96.61009,0.00085
33.12786,0.00007,-96.60921,0.00088
33.12789,0.00003,-96.60842,0.00079
33.12792,0.00003,-96.60767,0.00075
33.12799,0.00006999999999,-96.60687,0.0008
33.12808,0.00009,-96.60603,0.00084
33.12814,0.00006,-96.6053,0.00073
33.12822,0.00008,-96.60452,0.00078
33.12837,0.00015,-96.60379,0.00073
33.12845,0.00008,-96.60306,0.00073
33.12854,0.00009,-96.60228,0.00078
33.12865,0.00011,-96.60158,0.0007
33.12877,0.00012,-96.60088,0.0007
33.12888,0.00011,-96.60017,0.00071
33.12899,0.00011,-96.59943,0.00074
33.1291,0.00011,-96.5987,0.00073
33.12923,0.00013,-96.59799,0.00071
33.12936,0.00013,-96.59727,0.00072
33.12951,0.00015,-96.59653,0.00074
33.12963,0.00012,-96.59584,0.00069
33.12978,0.00015,-96.59511,0.00073
33.12993,0.00015,-96.59441,0.0007
33.13011,0.00018,-96.59367,0.00074
33.13031,0.0002,-96.59294,0.00073
33.13046,0.00015,-96.59223,0.00071
33.13064,0.00018,-96.59148,0.00075
33.13077,0.00013,-96.59084,0.00064
33.13095,0.00018,-96.59016,0.00068
33.13124,0.00029,-96.58942,0.00074
33.13149,0.00025,-96.58869,0.00073
33.13167,0.00018,-96.58812,0.00057
33.13193,0.00026,-96.58735,0.00077
33.13213,0.0002,-96.58669,0.00066
33.13236,0.00023,-96.58598,0.00071
33.13257,0.00021,-96.58528,0.0007
33.13278,0.00021,-96.58461,0.00067
33.13299,0.00021,-96.58396,0.00065
33.13329,0.0003,-96.58334,0.00062
33.13358,0.00029,-96.58271,0.00063
33.13389,0.00031,-96.58204,0.00067
33.13415,0.00026,-96.58138,0.00066
33.13437,0.00022,-96.58086,0.00052
33.13471,0.00034,-96.58009,0.00077
33.13499,0.00028,-96.57943,0.00066
33.1353,0.00031,-96.57873,0.0007
33.13556,0.00026,-96.57809,0.00064
33.13587,0.00031,-96.57737,0.00072
33.13612,0.00025,-96.57672,0.00065
33.13651,0.00039,-96.57602,0.0007
33.13682,0.00031,-96.57532,0.0007
33.13716,0.00034,-96.57463,0.00069
33.13744,0.00028,-96.57394,0.00069
33.13783,0.00039,-96.57322,0.00072
33.13816,0.00033,-96.57252,0.0007
33.13852,0.00036,-96.57182,0.0007
33.13883,0.00031,-96.57111,0.00071
33.13919,0.00036,-96.57034,0.00077
33.13946,0.00027,-96.56966,0.00068
33.13983,0.00037,-96.56894,0.00072
33.1402,0.00037,-96.56819,0.00075
33.14055,0.00035,-96.56752,0.00067
33.14091,0.00036,-96.5668,0.00072
33.14126,0.00035,-96.56609,0.00071
33.14162,0.00036,-96.56534,0.00075
33.14203,0.00041,-96.56466,0.00068
33.14243,0.0004,-96.564,0.00066
33.14285,0.00042,-96.5633,0.0007
33.14314,0.00029,-96.56277,0.00053
33.14355,0.00041,-96.56203,0.00074
33.14391,0.00036,-96.56135,0.00068
33.14425,0.00034,-96.56071,0.00064
33.14463,0.00038,-96.56,0.00071
33.14504,0.00041,-96.55929,0.00071
33.14541,0.00037,-96.55858,0.00071
33.14589,0.00048,-96.55787,0.00071
33.14628,0.00039,-96.55722,0.00065
33.14662,0.00034,-96.55663,0.00059
33.14698,0.00036,-96.55605,0.00058
33.14742,0.00044,-96.5554,0.00065
33.14784,0.00042,-96.55478,0.00062
33.14823,0.00039,-96.55414,0.00064
33.14864,0.00041,-96.55346,0.00068
33.14899,0.00035,-96.55282,0.00064
33.1494,0.00041,-96.55212,0.0007
33.14976,0.00036,-96.55148,0.00064
33.15014,0.00038,-96.55078,0.0007
33.15049,0.00035,-96.55012,0.00066
33.15091,0.00042,-96.54942,0.0007
33.15128,0.00037,-96.54874,0.00068
33.1517,0.00042,-96.54805,0.00069
33.15209,0.00039,-96.54732,0.00073
33.15239,0.0003,-96.54664,0.00068
33.15287,0.00048,-96.54591,0.00073
33.15325,0.00038,-96.5452,0.00071
33.15364,0.00039,-96.54451,0.00069
33.15404,0.0004,-96.54376,0.00075
33.15447,0.00043,-96.54308,0.00068
33.15487,0.0004,-96.54231,0.00077
33.15525,0.00038,-96.5416,0.00071
33.15561,0.00036,-96.54098,0.00062
33.15614,0.00053,-96.54015,0.00083
33.15654,0.0004,-96.53942,0.00073
33.15698,0.00044,-96.53871,0.00071
33.15737,0.00039,-96.53797,0.00074
33.15774,0.00037,-96.53735,0.00062
33.15827,0.00053,-96.53644,0.00091
33.15867,0.0004,-96.53583,0.00061
33.15913,0.00046,-96.53493,0.0009
33.1597,0.00057,-96.53422,0.00071
33.16014,0.00044,-96.53349,0.00073
33.16057,0.00043,-96.53275,0.00074
33.161,0.00043,-96.53202,0.00073
33.16155,0.00055,-96.53127,0.00075
33.16202,0.00047,-96.5305,0.00077
33.16248,0.00046,-96.52977,0.00073
33.16297,0.00049,-96.52902,0.00075
33.16349,0.00052,-96.52826,0.00076
33.16398,0.00049,-96.52755,0.00071
33.16446,0.00048,-96.52685,0.0007
33.165,0.00054,-96.52608,0.00077
33.1655,0.0005,-96.52534,0.00074
33.16603,0.00053,-96.52467,0.00067
33.16657,0.00054,-96.52398,0.00069
33.16707,0.0005,-96.52331,0.00067
33.16761,0.00054,-96.52267,0.00064
33.16816,0.00055,-96.52198,0.00069
33.16868,0.00052,-96.52145,0.00053
33.16934,0.00066,-96.52072,0.00073
33.16997,0.00063,-96.52006,0.00066
33.17057,0.0006,-96.51942,0.00064
33.17108,0.00051,-96.51884,0.00058
33.17174,0.00066,-96.51801,0.00083
33.17229,0.00055,-96.51733,0.00068
33.17286,0.00057,-96.51668,0.00065
33.17341,0.00055,-96.51596,0.00072
33.17396,0.00055,-96.51527,0.00069
33.17449,0.00053,-96.51458,0.00069
33.17506,0.00057,-96.51393,0.00065
33.17563,0.00057,-96.51323,0.0007
33.17616,0.00053,-96.51255,0.00068
33.17669,0.00053,-96.51192,0.00063
33.17721,0.00052,-96.51119,0.00073
33.17776,0.00055,-96.51054,0.00065
33.1783,0.00054,-96.50983,0.00071
33.17884,0.00054,-96.50912,0.00071
33.17939,0.00055,-96.50841,0.00071
33.17989,0.0005,-96.50768,0.00073
33.18033,0.00044,-96.5071,0.00058
33.18086,0.00053,-96.50623,0.00087
33.18133,0.00047,-96.50551,0.00072
33.18178,0.00045,-96.50473,0.00078
33.18224,0.00046,-96.50399,0.00074
33.18272,0.00048,-96.50327,0.00072
33.18321,0.00049,-96.50249,0.00078
33.18372,0.00051,-96.50171,0.00078
33.1842,0.00048,-96.50095,0.00076
33.18466,0.00046,-96.50019,0.00076
33.18512,0.00046,-96.49942,0.00077
33.18557,0.00045,-96.49861,0.00081
33.18599,0.00042,-96.49771,0.0009
33.18644,0.00045,-96.49683,0.00088
33.18685,0.00041,-96.4959,0.00093
33.18734,0.00049,-96.49503,0.00087
33.18775,0.00041,-96.49426,0.00077
33.18841,0.00066,-96.49323,0.00103
33.18895,0.00054,-96.49229,0.00094
33.18953,0.00058,-96.4914,0.00089
33.19007,0.00054,-96.49054,0.00086
33.19067,0.0006,-96.48965,0.00089
33.19127,0.0006,-96.48879,0.00086
33.19185,0.00058,-96.48788,0.00091
33.19244,0.00059,-96.48695,0.00093
33.19306,0.00062,-96.48607,0.00088
33.19368,0.00062,-96.48514,0.00093
33.19435,0.00067,-96.48425,0.00089
33.19496,0.00061,-96.48341,0.00084
33.19546,0.0005,-96.48277,0.00064
33.19607,0.00061,-96.48177,0.001
33.19684,0.00077,-96.48087,0.0009
33.19753,0.00069,-96.47997,0.0009
33.19816,0.00063,-96.47912,0.00085
33.19888,0.00072,-96.47834,0.00078
33.19956,0.00068,-96.47755,0.00079
33.20022,0.00066,-96.47678,0.00077
33.20089,0.00067,-96.47603,0.00075
33.20159,0.0007,-96.47517,0.00086
33.20227,0.00068,-96.47437,0.0008
33.20292,0.00065,-96.47352,0.00085
33.20347,0.00055,-96.47266,0.00086
33.2042,0.00073,-96.47181,0.00085
33.20483,0.00063,-96.47083,0.00098
33.20533,0.0005,-96.46988,0.00095
33.20599,0.00066,-96.46884,0.00104
33.20644,0.00045,-96.46777,0.00107
33.20687,0.00043,-96.46658,0.00119
33.20738,0.00051,-96.46544,0.00114
33.20777,0.00039,-96.46429,0.00115
33.20811,0.00034,-96.46315,0.00114
33.20847,0.00036,-96.46216,0.00099
33.20886,0.00039,-96.46074,0.00142
33.20926,0.0004,-96.45955,0.00119
33.20957,0.00031,-96.4585,0.00105
33.20994,0.00037,-96.45705,0.00145
33.21032,0.00038,-96.4557,0.00135
33.21051,0.00019,-96.45429,0.00141
33.21075,0.00024,-96.45289,0.0014
33.211,0.00025,-96.45144,0.00145
33.21125,0.00025,-96.44989,0.00155
33.2115,0.00025,-96.44843,0.00146
33.21173,0.00023,-96.44699,0.00144
33.21192,0.00019,-96.44566,0.00133
33.21216,0.00024,-96.44436,0.0013
33.21227,0.00011,-96.44297,0.00139
33.21244,0.00017,-96.44154,0.00143
33.21252,0.00008,-96.4401,0.00144
33.21265,0.00013,-96.43857,0.00153
33.21281,0.00016,-96.43697,0.0016
33.21292,0.00011,-96.43546,0.00151
33.21296,0.00004000000001,-96.43387,0.00159
33.21301,0.00004999999999,-96.43233,0.00154
33.21304,0.00003,-96.4308,0.00153
33.21311,0.00007,-96.42926,0.00154
33.21319,0.00008,-96.42774,0.00152
33.21324,0.00005,-96.42622,0.00152
33.21326,0.00002,-96.42485,0.00137
33.21326,0,-96.423,0.00185
33.21328,0.00002,-96.42135,0.00165
33.21326,-0.00002,-96.41975,0.0016
33.21323,-0.00003,-96.4181,0.00165
33.21318,-0.00005,-96.41647,0.00163
33.21316,-0.00002,-96.41487,0.0016
33.21307,-0.00009,-96.41322,0.00165
33.21303,-0.00004,-96.41153,0.00169
33.21291,-0.00012,-96.4099,0.00163
33.21285,-0.00006,-96.40823,0.00167
33.21275,-0.0001,-96.40661,0.00162
33.21267,-0.00008,-96.40516,0.00145
33.21261,-0.00006,-96.40313,0.00203
33.21256,-0.00004999999999,-96.40138,0.00175
33.2125,-0.00006,-96.39962,0.00176
33.21236,-0.00014,-96.39788,0.00174
33.21226,-0.0001,-96.39612,0.00176
33.21214,-0.00012,-96.39438,0.00174
33.21202,-0.00012,-96.39259,0.00179
33.21193,-0.00009,-96.39088,0.00171
33.21179,-0.00014,-96.38908,0.0018
33.21166,-0.00013,-96.38732,0.00176
33.21162,-0.00004,-96.38556,0.00176
33.21155,-0.00007,-96.38379,0.00177
33.21152,-0.00003,-96.38199,0.0018
33.21147,-0.00005,-96.38015,0.00184
33.21144,-0.00003,-96.37832,0.00183
33.21135,-0.00009,-96.37649,0.00183
33.21128,-0.00007,-96.37469,0.0018
33.21119,-0.00009,-96.37286,0.00183
33.21114,-0.00005,-96.371,0.00186
33.21108,-0.00006,-96.36913,0.00187
33.21102,-0.00006,-96.36735,0.00178
33.21094,-0.00008,-96.36555,0.0018
33.2109,-0.00004,-96.36376,0.00179
33.21087,-0.00003,-96.36197,0.00179
33.21087,0,-96.36048,0.00149
33.21086,-0.00001,-96.35838,0.0021
33.2109,0.00004000000001,-96.35654,0.00184
33.21093,0.00003,-96.35475,0.00179
33.21093,0,-96.35328,0.00147
33.21092,-0.000009999999996,-96.35117,0.00211
33.21097,0.00005,-96.3494,0.00177
33.21105,0.00008,-96.34758,0.00182
33.21111,0.00006,-96.34583,0.00175
33.21118,0.00007,-96.34405,0.00178
33.21128,0.0001,-96.34232,0.00173
33.21135,0.00007,-96.34058,0.00174
33.21147,0.00012,-96.33913,0.00145
33.21156,0.00009,-96.33709,0.00204
33.21167,0.00011,-96.3354,0.00169
33.21176,0.00009,-96.33371,0.00169
33.21186,0.0001,-96.33224,0.00147
33.21194,0.00008,-96.33028,0.00196
33.21203,0.00009,-96.32859,0.00169
33.21215,0.00012,-96.3269,0.00169
33.21232,0.00017,-96.3252,0.0017
33.21248,0.00016,-96.32382,0.00138
33.21272,0.00024,-96.32201,0.00181
33.21289,0.00017,-96.32067,0.00134
33.2131,0.00021,-96.31887,0.0018
33.21326,0.00016,-96.31728,0.00159
33.21346,0.0002,-96.31575,0.00153
33.2137,0.00024,-96.31418,0.00157
33.21389,0.00019,-96.31263,0.00155
33.21411,0.00022,-96.31108,0.00155
33.21434,0.00023,-96.30956,0.00152
33.21456,0.00022,-96.30806,0.0015
33.21472,0.00016,-96.30663,0.00143
33.21493,0.00021,-96.30515,0.00148
33.21514,0.00021,-96.30365,0.0015
33.21537,0.00023,-96.30219,0.00146
33.2156,0.00023,-96.30082,0.00137
33.21584,0.00024,-96.29944,0.00138
33.21604,0.0002,-96.29807,0.00137
33.21623,0.00019,-96.29693,0.00114
33.21648,0.00025,-96.29539,0.00154
33.2167,0.00022,-96.29403,0.00136
33.21697,0.00027,-96.29272,0.00131
33.21723,0.00026,-96.2914,0.00132
33.21748,0.00025,-96.29008,0.00132
33.21773,0.00025,-96.28874,0.00134
33.21795,0.00022,-96.28743,0.00131
33.21819,0.00024,-96.28609,0.00134
33.21843,0.00024,-96.28475,0.00134
33.21866,0.00023,-96.28342,0.00133
33.21895,0.00029,-96.2821,0.00132
33.21919,0.00024,-96.28072,0.00138
33.21949,0.0003,-96.2794,0.00132
33.21973,0.00024,-96.27802,0.00138
33.21996,0.00023,-96.2767,0.00132
33.22024,0.00028,-96.27534,0.00136
33.2205,0.00026,-96.27402,0.00132
33.22072,0.00022,-96.2729,0.00112
33.22101,0.00029,-96.27158,0.00132
33.22132,0.00031,-96.27003,0.00155
33.22162,0.0003,-96.26868,0.00135
33.22189,0.00027,-96.26735,0.00133
33.22217,0.00028,-96.26604,0.00131
33.22247,0.0003,-96.26472,0.00132
33.22273,0.00026,-96.26342,0.0013
33.22305,0.00032,-96.2621,0.00132
33.22337,0.00032,-96.26074,0.00136
33.2237,0.00033,-96.25941,0.00133
33.22399,0.00029,-96.25814,0.00127
33.22427,0.00028,-96.25683,0.00131
33.22456,0.00029,-96.25554,0.00129
33.22485,0.00029,-96.25424,0.0013
33.22511,0.00026,-96.25316,0.00108
33.22542,0.00031,-96.2519,0.00126
33.22579,0.00037,-96.2504,0.0015
33.22607,0.00028,-96.24914,0.00126
33.22639,0.00032,-96.24787,0.00127
33.22669,0.0003,-96.24654,0.00133
33.22697,0.00028,-96.24529,0.00125
33.2272,0.00023,-96.24404,0.00125
33.22754,0.00034,-96.24281,0.00123
33.22773,0.00019,-96.24174,0.00107
33.22799,0.00026,-96.24027,0.00147
33.22827,0.00028,-96.23903,0.00124
33.22852,0.00025,-96.23782,0.00121
33.22881,0.00029,-96.23655,0.00127
33.22909,0.00028,-96.23527,0.00128
33.22932,0.00023,-96.23399,0.00128
33.2296,0.00028,-96.2327,0.00129
33.22987,0.00027,-96.23138,0.00132
33.23014,0.00027,-96.23013,0.00125
33.23043,0.00029,-96.22909,0.00104
33.23074,0.00031,-96.22762,0.00147
33.23105,0.00031,-96.22637,0.00125
33.23132,0.00027,-96.22507,0.0013
33.23165,0.00033,-96.22382,0.00125
33.2319,0.00025,-96.22256,0.00126
33.23221,0.00031,-96.22126,0.0013
33.23245,0.00024,-96.21996,0.0013
33.2327,0.00025,-96.21885,0.00111
33.23298,0.00028,-96.21732,0.00153
33.23325,0.00027,-96.216,0.00132
33.23352,0.00027,-96.21471,0.00129
33.2338,0.00028,-96.21336,0.00135
33.23404,0.00024,-96.21211,0.00125
33.23433,0.00029,-96.21083,0.00128
33.23459,0.00026,-96.20959,0.00124
33.23484,0.00025,-96.20831,0.00128
33.23508,0.00024,-96.20701,0.0013
33.23533,0.00025,-96.20576,0.00125
33.23557,0.00024,-96.20451,0.00125
33.23582,0.00025,-96.20329,0.00122
33.23607,0.00025,-96.20206,0.00123
33.23634,0.00027,-96.20085,0.00121
33.23658,0.00024,-96.19962,0.00123
33.23686,0.00028,-96.19843,0.00119
33.23707,0.00021,-96.19722,0.00121
33.23734,0.00027,-96.19604,0.00118
33.23754,0.0002,-96.19482,0.00122
33.23777,0.00023,-96.19363,0.00119
33.23801,0.00024,-96.19241,0.00122
33.2382,0.00019,-96.19144,0.00097
33.2384,0.0002,-96.19009,0.00135
33.23861,0.00021,-96.18893,0.00116
33.23879,0.00018,-96.18782,0.00111
33.23892,0.00013,-96.18667,0.00115
33.23909,0.00017,-96.18557,0.0011
33.23919,0.0001,-96.18465,0.00092
33.23938,0.00019,-96.18333,0.00132
33.23956,0.00018,-96.18221,0.00112
33.23972,0.00016,-96.18107,0.00114
33.23992,0.0002,-96.17996,0.00111
33.24006,0.00014,-96.17879,0.00117
33.24021,0.00015,-96.17758,0.00121
33.24036,0.00015,-96.17638,0.0012
33.24054,0.00018,-96.17517,0.00121
33.24076,0.00022,-96.17391,0.00126
33.24093,0.00017,-96.17261,0.0013
33.24111,0.00018,-96.1713,0.00131
33.24124,0.00013,-96.1701,0.0012
33.24135,0.00011,-96.16895,0.00115
33.24139,0.00004000000001,-96.16766,0.00129
33.24144,0.00004999999999,-96.16641,0.00125
33.24146,0.00002,-96.16516,0.00125
33.24149,0.00003,-96.1639,0.00126
33.2415,0.00001,-96.16264,0.00126
33.24156,0.00006,-96.16141,0.00123
33.24165,0.00009,-96.16017,0.00124
33.24174,0.00009,-96.15891,0.00126
33.24175,0.00001,-96.15759,0.00132
33.24183,0.00008,-96.15631,0.00128
33.24187,0.00004,-96.15503,0.00128
33.24193,0.00006,-96.15373,0.0013
33.24199,0.00006,-96.15237,0.00136
33.24208,0.00009,-96.15102,0.00135
33.24214,0.00006,-96.1498,0.00122
33.24217,0.00003,-96.14856,0.00124
33.2422,0.00003,-96.14725,0.00131
33.24226,0.00006,-96.14587,0.00138
33.24227,0.000009999999996,-96.14453,0.00134
33.24233,0.00006,-96.1435,0.00103
33.24247,0.00014,-96.1423,0.0012
33.24261,0.00014,-96.14107,0.00123
33.24273,0.00012,-96.13961,0.00146
33.24278,0.00005,-96.13851,0.0011
33.24291,0.00013,-96.13694,0.00157
33.24298,0.00007,-96.13562,0.00132
33.2431,0.00012,-96.13433,0.00129
33.24314,0.00004,-96.13304,0.00129
33.24326,0.00012,-96.13171,0.00133
33.24337,0.00011,-96.13041,0.0013
33.24347,0.0001,-96.12909,0.00132
33.24355,0.00008,-96.12774,0.00135
33.24365,0.0001,-96.12643,0.00131
33.24369,0.00004,-96.12508,0.00135
33.2438,0.00011,-96.12376,0.00132
33.24386,0.00006,-96.1224,0.00136
33.24397,0.00011,-96.12109,0.00131
33.24406,0.00009,-96.11993,0.00116
33.24421,0.00015,-96.11829,0.00164
33.24441,0.0002,-96.11684,0.00145
33.24458,0.00017,-96.11527,0.00157
33.24476,0.00018,-96.11372,0.00155
33.24489,0.00013,-96.11213,0.00159
33.24508,0.00019,-96.1106,0.00153
33.24526,0.00018,-96.10903,0.00157
33.24534,0.00008,-96.10738,0.00165
33.24543,0.00009,-96.10606,0.00132
33.24553,0.0001,-96.10432,0.00174
33.24562,0.00009,-96.10271,0.00161
33.24568,0.00006,-96.10101,0.0017
33.24576,0.00008,-96.09935,0.00166
33.24593,0.00017,-96.09776,0.00159
33.2461,0.00017,-96.09614,0.00162
33.24623,0.00013,-96.09441,0.00173
33.2463,0.00007,-96.09274,0.00167
33.24641,0.00011,-96.0911,0.00164
33.24647,0.00006,-96.08971,0.00139
33.24652,0.00004999999999,-96.0877,0.00201
33.24671,0.00019,-96.08598,0.00172
33.24682,0.00011,-96.08426,0.00172
33.24692,0.0001,-96.08247,0.00179
33.24709,0.00017,-96.08074,0.00173
33.24725,0.00016,-96.0789,0.00184
33.24739,0.00014,-96.07706,0.00184
33.24747,0.00008,-96.07549,0.00157
33.24759,0.00012,-96.07329,0.0022
33.24774,0.00015,-96.07137,0.00192
33.2478,0.00006,-96.06975,0.00162
33.24801,0.00021,-96.06746,0.00229
33.24821,0.0002,-96.06559,0.00187
33.24846,0.00025,-96.06367,0.00192
33.24859,0.00013,-96.06165,0.00202
33.24866,0.00007,-96.05964,0.00201
33.24873,0.00007,-96.05769,0.00195
33.24884,0.00011,-96.05574,0.00195
33.2489,0.00006,-96.05368,0.00206
33.24898,0.00008,-96.0519,0.00178
